11.7264,51.47352,"An der B80 "
14.00566,53.0099,"B2 "
9.6603,50.88541,"B324"
13.44396,52.61517,"A114"
9.5136,53.89644,"B5"
8.5333,47.99265,"A864"
10.79581,48.71596,"Umgehungsstraße"
7.40666,51.46257,"A44 "
6.79861,51.44626,"A40"
6.76841,51.47716,"A59"
6.88075,51.15955,"Frankfurter Straße"
12.02574,49.37477,"B85"
8.35313,50.80886,"B253"
8.3681,50.81806,"B253 "
9.36295,48.71573,"B10"
8.35614,49.49717,"B9"
8.65278,50.07294,"Mörfelder Landstraße"
7.90954,47.97933,"B31"
9.69559,50.53261,"B27"
8.92312,48.63717,"A81"
10.87046,48.41637,"B2"
9.94651,49.67592,"B19"
6.99608,52.19508,"B54"
9.89715,53.55577,"A7"
9.79675,52.35175,"B65 Südschnellweg > stadteinwärts"
9.73566,50.80274,"B27"
11.00416,50.77292,"A71 "
11.72799,48.26441,"B388"
8.55164,50.05125,"Querspange Kelsterbach "
10.10004,49.76149,"B8 "
7.05917,50.95108,"A4"
10.24749,51.95539,"B82 "
11.61749,52.12335,"B71"
11.621,52.12925,"B71"
11.62853,52.17681,"Magdeburger Ring"
11.62755,52.1509,"B71"
11.62757,52.14903,"B71"
11.62786,52.14415,"B71"
11.58981,52.08261,"B81"
11.6012,52.09083,"Magdeburger Ring "
6.7409,49.3417,"A8"
7.69627,49.80855,"B41"
11.98002,51.39039,"B91"
9.23187,49.11272,"Stuttgarter Straße"
8.72389,50.46852,"A5"
8.32955,50.53908,"K380"
12.11672,50.69545,"B92"
8.66182,48.18428,"B27"
11.65172,49.72487,"B470"
7.37128,53.22212,"A31"
8.53915,49.51578,"B38 "
9.63179,50.46465,"B40"
13.83412,52.31061,"A12"
9.5034,49.21146,"A6"
13.44612,52.59905,"A114"
9.25456,52.6095,"B6"
9.69991,50.55004,"Berliner Straße"
10.12076,49.75486,"B8 "
14.66225,52.07661,"B112"
10.30537,49.45904,"B470"
8.99184,50.60105,"B49"
7.99113,48.11115,"B294 "
8.95342,48.61905,"L1184"
12.02702,50.02045,"B303"
8.76794,50.58923,"B49"
9.79172,52.34995,"B65 Südschnellweg > A7"
14.6102,51.95107,"B320"
14.19213,52.47069,"Müncheberger Straße"
13.43942,54.44931,"B96"
9.19545,48.85576,"B27"
9.84658,48.41072,"B28"
11.09642,48.42615,"B300"
9.19611,48.86211,"B27 "
11.62761,52.1656,"Magdeburger Ring"
7.56588,49.39276,"A62"
7.5575,49.39575,"A62 "
11.95001,48.90421,"B16"
12.27757,53.13861,"B189"
7.24033,50.29851,"B262 "
11.9478,52.98638,"L10"
8.57411,50.0921,"Schwanheimer Brücke"
9.82976,50.87144,"B62"
8.19393,53.15335,"A293"
8.18001,50.2579,"B417"
8.33487,50.28346,"L3031"
8.15719,48.28687,"B294"
9.22529,53.91975,"B5"
7.98243,48.10476,"Umgehungsstraße"
12.10782,49.0489,"B16"
10.19557,51.71813,"B241"
9.41051,51.44395,"B83"
9.98227,51.39958,"A38 "
12.54714,46.98687,"B108"
14.07643,46.71817,"Sonnrain 36"
16.38553,48.25654,"A22 E49 E59"
16.44578,48.18159,"A4 E58"
9.7576,47.53898,"A14 E43"
12.37416,47.52116,"Innsbruckerstraße"
16.45596,48.23504,"A23"
15.67148,47.15508,"B64"
12.95214,48.10614,"Webersdorf"
11.35767,47.15439," "
11.8827,47.22546,"Steinfeld"
16.43083,48.18592,"A4 E58"
14.07691,48.39648,"B127"
16.48775,48.14043,"E60 S1"
16.98004,48.14317,"E58 B9"
16.33144,48.12725,"E60/S1"
9.656,47.22594,"Walgaustraße"
14.02824,46.70222,"B94"
14.29717,48.267,"A7 E55"
15.07413,47.29653,"A9 E57"
15.95501,48.15822,"West Autobahn"
6.86452,46.47721,"La Veyre"
