-0.01455,51.49266,"East Ferry Road"
-1.55288,53.97744,"Pannal Ash Road"
-3.23089,56.17588,"Kinglassie Road"
-3.50273,55.91625,"Pumpherston Road"
-2.5376,54.1444,"A687"
-3.49117,51.64827,"Maindy Road"
-2.10222,53.48739,"Katherine Street"
-1.46169,53.57464,"Carlton Road"
-4.31825,51.85897,"College Road"
-2.76153,54.12536,"Kellet Road"
-0.53761,51.88508,"Drovers Way"
-0.52483,51.87903,"Langdale Road"
-0.53261,51.8805,"Meadway"
-0.117,51.5405,"Caledonian Road"
-0.09875,51.54211,"Canonbury Road"
-0.09269,51.54217,"Essex Road"
-0.13453,51.53072,"Eversholt Street"
-0.09178,51.56122,"Green Lanes"
-0.12028,51.56528,"Hornsey Road"
-0.04961,51.56047,"Lea Bridge Road"
-0.01486,51.57392,"Lea Bridge Road"
-0.09364,51.53928,"New North Road"
-0.07031,51.53823,"Queensbridge Road"
-0.03775,51.49756,"Redriff Road"
-0.03556,51.50161,"Salter Road"
-0.089,51.43089,"South Croxted Road"
-0.14078,51.46972,"Wandsworth Road"
-0.02603,51.49964,"Westferry Road"
-0.02572,51.49614,"Westferry Road"
-0.01625,51.48736,"Westferry Road"
-0.09473,51.56918,"Green Lanes"
12.65373,51.86444,"Mittelstraﬂe"
8.36286,49.63043,"Petersstraﬂe 11"
7.39328,47.19452,"Kirchstrasse 51"
8.17073,47.39091,"Bahnhofstrasse 50"
7.60457,47.58123,"Freiburgerstrasse "
9.06447,45.16531,"Via della Stazione"
-2.60893,51.46287,"A4018 Whiteladies Road"
8.39352,47.5744,"Hauptstrasse"
9.04862,47.1385,"Rastst‰tte Glarnerland"
-2.63198,51.35496,"Pilgrims Way "
